Origen,Destino,Tipo_Origen,Tipo_Destino,Latitud_Origen,Longitud_Origen,Latitud_Destino,Longitud_Destino,Tiempo_Recorrido,Distancia_km,Costo,Fecha_Hora
Chorrillos,Los Olivos,Centro de Distribución,Punto de Entrega,-12.026800930998528,-77.08067945378797,-12.002605163945093,-77.00185062800597,35:25,21.6,42.25,2024-09-19 21:12:51
San Borja,Jesús María,Centro de Distribución,Punto de Entrega,-11.819416596375664,-76.8811982147969,-12.179783153711675,-77.15818583590762,110:00,42.1,85.87,2024-09-22 21:12:51
Pueblo Libre,Jesús María,Punto de Entrega,Centro de Distribución,-11.838704403805181,-76.8589634840548,-12.000981561682547,-77.09690331553317,13:16,9.42,27.98,2024-10-12 21:12:51
Barranco,San Isidro,Punto de Entrega,Punto de Entrega,-12.00278502548388,-77.07806890940518,-12.122106653545407,-76.99078378250373,78:40,27.29,56.07,2024-10-11 21:12:51
Magdalena,Miraflores,Centro de Distribución,Punto de Entrega,-11.959231579539463,-77.12713753210231,-12.024384088730272,-77.12570692629446,7:47,2.05,10.87,2024-09-19 21:12:51
San Juan de Lurigancho,San Borja,Punto de Entrega,Punto de Entrega,-11.983760882755469,-76.84412247712856,-11.885388069912015,-76.8202128699776,31:57,25.38,45.68,2024-10-11 21:12:51
Surco,La Molina,Centro de Distribución,Punto de Entrega,-12.10756831461377,-76.9602754774312,-12.026469429174915,-77.02945222964047,32:58,12.47,26.27,2024-10-11 21:12:51
Pueblo Libre,Lima Centro,Centro de Distribución,Punto de Entrega,-12.086663939224774,-77.1834492325588,-11.813861604688842,-76.99524841152335,69:45,30.2,86.93,2024-10-02 21:12:51
Comas,San Borja,Punto de Entrega,Centro de Distribución,-12.082224755110465,-77.18880380460755,-11.85511705020301,-76.91836671841257,64:01,35.09,97.88,2024-10-16 21:12:51
Pueblo Libre,Lince,Punto de Entrega,Centro de Distribución,-11.86278946209691,-76.80250447703209,-12.16319111962796,-76.95621931765521,87:30,37.25,108.95,2024-10-09 21:12:51
Pueblo Libre,San Miguel,Punto de Entrega,Centro de Distribución,-12.19608869298368,-76.85807238580156,-12.107616488980497,-77.130072116171,47:25,38.25,96.01,2024-10-09 21:12:51
Lima Centro,Breña,Centro de Distribución,Punto de Entrega,-11.933063637431637,-76.80585770063028,-11.870672706713354,-76.88050004810108,31:06,16.05,52.54,2024-09-23 21:12:51
Barranco,Jesús María,Centro de Distribución,Punto de Entrega,-12.073648746063665,-76.86715529610692,-12.109163009440364,-77.14640932496025,27:17,5.36,21.69,2024-09-22 21:12:51
Surco,Barranco,Centro de Distribución,Punto de Entrega,-12.052824292284877,-77.04182961233471,-12.00472629333027,-77.10544665477937,40:07,22.71,50.53,2024-10-10 21:12:51
San Juan de Lurigancho,La Victoria,Punto de Entrega,Punto de Entrega,-12.089494946320603,-76.86789749622604,-12.158587009976383,-77.15142937080509,42:40,12.33,44.88,2024-10-12 21:12:51
Ate,Rímac,Punto de Entrega,Punto de Entrega,-12.108216301969195,-77.13847171868281,-12.16219727221275,-76.87597999208654,26:33,9.66,33.62,2024-10-07 21:12:51
Lima Centro,Miraflores,Centro de Distribución,Punto de Entrega,-12.172423866688424,-76.9303081350445,-12.084019319014159,-76.90605277645905,33:00,21.66,43.46,2024-10-04 21:12:51
Ate,San Isidro,Centro de Distribución,Punto de Entrega,-11.932646716030755,-76.96575707183435,-11.836377829629209,-77.028352530906,34:40,25.87,44.1,2024-09-23 21:12:51
San Borja,Los Olivos,Punto de Entrega,Centro de Distribución,-11.98761797850752,-76.96543576159819,-12.184494927729324,-76.95017245063931,51:53,18.1,26.65,2024-09-28 21:12:51
Chorrillos,Pueblo Libre,Centro de Distribución,Punto de Entrega,-11.966705812862351,-77.03706099455849,-12.120407530234694,-77.01514744520757,50:28,39.13,52.07,2024-09-30 21:12:51
Magdalena,Rímac,Punto de Entrega,Punto de Entrega,-11.860689639741555,-76.90500663984763,-11.906109681475284,-76.84759639742869,25:15,11.49,28.33,2024-09-26 21:12:51
Jesús María,San Isidro,Punto de Entrega,Centro de Distribución,-12.069230602385646,-76.84525975094229,-11.890316819010756,-76.96579830623037,107:01,78.91,129.92,2024-09-22 21:12:51
Rímac,San Miguel,Centro de Distribución,Punto de Entrega,-12.126100368824742,-76.97154389954389,-12.088835572854553,-77.00951637368301,79:34,15.13,57.01,2024-10-07 21:12:51
Magdalena,San Miguel,Centro de Distribución,Punto de Entrega,-11.98667226443983,-76.98961217021441,-12.024405422144907,-76.80885637484944,61:32,39.87,53.92,2024-09-21 21:12:51
Pueblo Libre,La Victoria,Punto de Entrega,Centro de Distribución,-11.863695690492172,-77.17218830617168,-11.931979198775904,-77.10186965475792,105:51,59.26,79.61,2024-09-19 21:12:51
Miraflores,San Borja,Centro de Distribución,Punto de Entrega,-12.009309668744722,-77.12523366034335,-11.922633451109947,-77.15480638630589,53:22,9.76,24.96,2024-10-08 21:12:51
Miraflores,Chorrillos,Centro de Distribución,Punto de Entrega,-12.15161927299419,-76.81162415571023,-12.067955229694562,-76.93895266723092,84:40,39.65,44.62,2024-10-15 21:12:51
Los Olivos,San Miguel,Punto de Entrega,Centro de Distribución,-12.12773116107234,-77.14366292508826,-11.817729573467414,-76.9515521990285,17:21,7.22,25.27,2024-10-07 21:12:51
La Victoria,Magdalena,Punto de Entrega,Punto de Entrega,-12.046486226548948,-77.15529362845157,-12.194792421706731,-76.8689368945402,31:00,20.2,49.83,2024-09-19 21:12:51
San Borja,Jesús María,Punto de Entrega,Punto de Entrega,-11.89111273813435,-76.88288105381746,-11.893776960192008,-76.8387826606291,66:23,39.7,70.72,2024-10-02 21:12:51
San Miguel,Comas,Punto de Entrega,Punto de Entrega,-12.079188310760372,-76.92115558872291,-12.050643275202606,-76.94112692377249,65:26,27.29,74.18,2024-10-19 21:12:51
Surco,Chorrillos,Punto de Entrega,Centro de Distribución,-12.147637819272683,-76.80335846566555,-11.905498069258677,-76.92632676289772,108:43,79.48,98.91,2024-10-15 21:12:51
Comas,San Isidro,Punto de Entrega,Punto de Entrega,-11.877138374764662,-77.18397150369556,-12.0346603667996,-77.11212948677812,24:52,19.64,36.13,2024-10-17 21:12:51
Comas,Surco,Centro de Distribución,Punto de Entrega,-11.933384723023572,-76.85642740624345,-11.861150683181108,-77.09921360318137,106:58,40.13,68.02,2024-10-05 21:12:51
Lince,San Miguel,Punto de Entrega,Centro de Distribución,-11.999451356958847,-77.07142197626041,-11.991778989720988,-76.83573254660823,17:25,8.62,24.03,2024-10-18 21:12:51
Comas,La Molina,Centro de Distribución,Punto de Entrega,-12.19637810727301,-77.0577735763707,-12.188536715468043,-76.94704167776766,7:45,4.02,8.9,2024-10-13 21:12:51
Barranco,Magdalena,Centro de Distribución,Punto de Entrega,-12.02095030533815,-77.1851705728899,-11.924920675688599,-76.88176486427221,63:25,46.67,100.94,2024-10-05 21:12:51
Ate,Jesús María,Punto de Entrega,Centro de Distribución,-11.979039423828583,-77.01241330566742,-11.869338086374436,-76.87792493585395,59:35,14.36,41.0,2024-10-05 21:12:51
Comas,La Victoria,Punto de Entrega,Punto de Entrega,-12.122002119418237,-77.05227846104441,-12.093395529279688,-76.81382989064325,76:02,35.48,58.33,2024-09-26 21:12:51
Rímac,Magdalena,Centro de Distribución,Punto de Entrega,-12.009432983865148,-77.00411034625274,-11.952752992043367,-76.92364578200235,85:45,30.33,56.93,2024-09-28 21:12:51
Lima Centro,Lince,Centro de Distribución,Punto de Entrega,-12.163665694330934,-77.16755087952225,-12.057496265538248,-76.87883313978209,118:25,44.16,73.04,2024-09-21 21:12:51
La Victoria,Comas,Punto de Entrega,Punto de Entrega,-12.001464901353787,-76.85575631229383,-12.094039371858315,-76.98705288565442,29:37,9.42,22.87,2024-10-10 21:12:51
San Miguel,Los Olivos,Centro de Distribución,Punto de Entrega,-11.865936499316806,-77.18817158623546,-12.140065144890029,-77.01078568620784,25:34,6.28,24.03,2024-09-25 21:12:51
San Borja,La Molina,Centro de Distribución,Punto de Entrega,-11.82519587191373,-77.17061382065694,-12.055482217983794,-76.84389610536145,119:09,21.95,95.62,2024-09-22 21:12:51
Lima Centro,Pueblo Libre,Punto de Entrega,Punto de Entrega,-11.851834564536505,-76.89419874901684,-11.925522866632923,-76.88324500544707,116:10,76.74,164.43,2024-09-23 21:12:51
Magdalena,Pueblo Libre,Punto de Entrega,Centro de Distribución,-12.119437692780169,-77.18271723999061,-11.839661996889651,-77.07683728617317,68:23,56.68,67.03,2024-10-10 21:12:51
Lima Centro,Lince,Punto de Entrega,Centro de Distribución,-12.071398286823646,-76.89151018075162,-11.978953915036499,-77.12666381886052,23:36,18.68,53.26,2024-10-11 21:12:51
Jesús María,Rímac,Punto de Entrega,Centro de Distribución,-12.10701570013626,-77.17956663795333,-12.051538744004585,-76.8101352733642,67:58,27.23,53.77,2024-10-07 21:12:51
La Victoria,Lima Centro,Punto de Entrega,Punto de Entrega,-11.801492058338221,-76.86758339386067,-12.166915521851848,-76.8481420895355,81:27,38.94,60.28,2024-10-06 21:12:51
Jesús María,San Isidro,Punto de Entrega,Punto de Entrega,-11.960665752083749,-76.99561107303013,-12.1897937357569,-77.00080804670093,80:08,36.4,87.46,2024-10-16 21:12:51
Barranco,Breña,Punto de Entrega,Centro de Distribución,-12.04686720550073,-76.91652351436726,-11.814022879060557,-77.05848913352023,76:00,40.49,51.51,2024-09-28 21:12:51
Lince,Rímac,Centro de Distribución,Punto de Entrega,-11.870271263817152,-77.17807847118277,-11.910531031372994,-76.90098773569976,44:25,16.84,39.69,2024-10-05 21:12:51
San Isidro,Lince,Centro de Distribución,Punto de Entrega,-11.860098935460913,-77.02361135787285,-12.19247600484985,-76.94591172556238,60:40,36.97,61.3,2024-09-23 21:12:51
San Miguel,Pueblo Libre,Punto de Entrega,Centro de Distribución,-11.992703613102044,-77.19175974187027,-12.048069113529396,-76.80264452967438,21:25,10.87,23.85,2024-09-22 21:12:51
La Victoria,Jesús María,Centro de Distribución,Punto de Entrega,-11.859880523311613,-77.08383307486014,-11.828949632678013,-77.17632855358733,43:37,34.74,52.72,2024-10-08 21:12:51
Chorrillos,Comas,Centro de Distribución,Punto de Entrega,-11.872727218629278,-76.81913344697955,-12.080406247271513,-76.87203709548112,92:49,30.63,96.19,2024-10-13 21:12:51
Lima Centro,Breña,Centro de Distribución,Punto de Entrega,-12.069166109455299,-77.18803671860984,-12.015892621930497,-77.07699489841129,105:59,49.0,138.67,2024-10-08 21:12:51
Chorrillos,La Victoria,Punto de Entrega,Centro de Distribución,-12.140478719333293,-77.158904352938,-12.092977881219342,-77.16549194001766,103:34,85.76,147.77,2024-10-12 21:12:51
La Molina,Rímac,Centro de Distribución,Punto de Entrega,-11.97609176639374,-76.91256988190604,-12.105517666773746,-76.883990416148,97:56,31.69,67.05,2024-09-21 21:12:51
Lince,Chorrillos,Punto de Entrega,Centro de Distribución,-12.130969646262232,-76.93572571679161,-12.18987951974765,-77.11724652626796,54:36,37.04,70.43,2024-09-21 21:12:51
Pueblo Libre,San Isidro,Punto de Entrega,Punto de Entrega,-11.886482417891328,-77.18523505081896,-11.902135357121727,-77.04618273623197,10:48,2.11,12.67,2024-10-07 21:12:51
Lince,Miraflores,Centro de Distribución,Punto de Entrega,-11.955297767618458,-76.80926203112341,-12.167890669591326,-76.81875701994353,38:42,6.52,24.03,2024-09-29 21:12:51
La Victoria,Lince,Centro de Distribución,Punto de Entrega,-11.886294489591313,-76.92261362389424,-12.03823280035615,-76.84562740781813,118:17,89.22,226.83,2024-10-02 21:12:51
La Victoria,La Molina,Centro de Distribución,Punto de Entrega,-12.058371366961136,-77.1287465197332,-12.199691339892395,-76.9382383604476,108:20,30.25,91.8,2024-09-27 21:12:51
Los Olivos,San Borja,Centro de Distribución,Punto de Entrega,-12.066771678391724,-77.11989633646905,-11.897491856734833,-77.1910396360144,97:45,51.21,84.48,2024-09-22 21:12:51
San Isidro,San Borja,Punto de Entrega,Punto de Entrega,-11.941858202690362,-77.00986488253282,-12.139503026071534,-77.02637715059011,36:05,25.7,54.62,2024-09-28 21:12:51
Miraflores,San Borja,Punto de Entrega,Punto de Entrega,-11.892529523841608,-76.94030681210785,-11.955969426466382,-76.86309459642302,41:50,29.94,81.25,2024-10-13 21:12:51
Pueblo Libre,Breña,Centro de Distribución,Punto de Entrega,-12.156424092758359,-77.01852385620705,-12.160843208343831,-77.04653829557274,39:47,23.05,57.02,2024-09-19 21:12:51
Jesús María,Comas,Centro de Distribución,Punto de Entrega,-12.097843903021214,-77.06550168525214,-11.91144085601383,-76.85655944611803,47:09,21.98,59.04,2024-09-20 21:12:51
San Borja,Rímac,Punto de Entrega,Centro de Distribución,-11.842759343154773,-77.13896103843703,-11.917456477580938,-77.15288232880647,24:56,19.35,43.26,2024-09-20 21:12:51
Comas,La Molina,Punto de Entrega,Centro de Distribución,-11.966263744519486,-76.99661713123861,-11.809834875860496,-76.916394867143,27:37,21.26,33.21,2024-09-27 21:12:51
La Victoria,Jesús María,Punto de Entrega,Centro de Distribución,-11.953395885585417,-76.99830509143194,-11.927367384834552,-76.93936328683613,61:28,35.7,90.99,2024-10-18 21:12:51
Breña,Magdalena,Centro de Distribución,Punto de Entrega,-12.129667098060084,-76.92260732597855,-12.025763089079721,-76.99842723461406,101:00,28.33,72.7,2024-10-11 21:12:51
Comas,San Juan de Lurigancho,Centro de Distribución,Punto de Entrega,-12.193538662618282,-77.19602275019051,-12.014248110489458,-77.17375275025084,26:33,5.06,21.17,2024-09-20 21:12:51
Jesús María,San Juan de Lurigancho,Centro de Distribución,Punto de Entrega,-11.929571628439579,-77.16588588777788,-11.992418127600862,-77.01072131204042,36:27,10.55,34.64,2024-09-22 21:12:51
San Borja,Miraflores,Punto de Entrega,Centro de Distribución,-11.811864935282626,-77.12883578392686,-12.07274772521559,-76.97784046532928,10:37,4.21,13.61,2024-09-28 21:12:51
La Victoria,Lince,Punto de Entrega,Centro de Distribución,-11.888170093804831,-76.82703497808866,-12.164396399259934,-77.11279881693707,72:06,38.52,95.48,2024-10-03 21:12:51
Magdalena,Rímac,Centro de Distribución,Punto de Entrega,-11.806400982988203,-76.8760253870152,-11.926106216537978,-76.90290337124871,118:04,77.91,117.27,2024-10-08 21:12:51
Surco,Lima Centro,Centro de Distribución,Punto de Entrega,-12.025095317229296,-76.92438666342687,-11.830285205455823,-77.18276322674755,48:39,25.16,32.97,2024-09-27 21:12:51
Breña,Jesús María,Centro de Distribución,Punto de Entrega,-11.976832645125633,-77.07978731648285,-12.024832715043123,-77.06642251761073,31:52,7.32,22.41,2024-10-16 21:12:51
Ate,Magdalena,Centro de Distribución,Punto de Entrega,-11.94191466618105,-77.15140708010506,-12.14218828932376,-76.98287720991658,32:40,6.07,24.24,2024-10-02 21:12:51
Lince,Miraflores,Centro de Distribución,Punto de Entrega,-11.850729864068029,-77.00438296932582,-12.152453477580451,-76.81494543226913,74:42,28.4,81.35,2024-10-08 21:12:51
San Miguel,Chorrillos,Punto de Entrega,Centro de Distribución,-11.94010328477312,-76.86139249519941,-11.856400789006477,-76.93679952544537,90:29,56.88,94.7,2024-10-15 21:12:51
San Juan de Lurigancho,San Isidro,Punto de Entrega,Punto de Entrega,-11.974916696862985,-76.8459653680677,-11.953506242768839,-76.99849513696793,100:56,42.11,114.5,2024-09-23 21:12:51
San Borja,Pueblo Libre,Punto de Entrega,Punto de Entrega,-12.147774178635684,-77.14393131420607,-11.89659875848944,-76.83662600859081,96:03,27.45,61.54,2024-09-20 21:12:51
Comas,La Victoria,Punto de Entrega,Centro de Distribución,-11.924361329155099,-76.83144514118257,-12.02318949531327,-77.12637192050559,100:23,47.14,82.6,2024-10-19 21:12:51
Barranco,Jesús María,Punto de Entrega,Centro de Distribución,-12.072202796136995,-77.03672032337532,-12.15578569824488,-76.87610672116092,28:48,6.34,17.91,2024-10-15 21:12:51
La Victoria,La Molina,Centro de Distribución,Punto de Entrega,-12.147305790753235,-77.07294600452833,-12.12193839211137,-77.09590526047607,53:00,39.76,87.38,2024-10-03 21:12:51
Magdalena,Lince,Centro de Distribución,Punto de Entrega,-12.116539314030305,-77.10059932544144,-11.876833140383514,-77.06854136163196,99:08,82.47,62.79,2024-10-18 21:12:51
Magdalena,Barranco,Punto de Entrega,Centro de Distribución,-12.051374651748237,-76.90923370262418,-12.11456315544263,-77.1840461319842,61:30,29.0,39.12,2024-09-29 21:12:51
Pueblo Libre,Surco,Centro de Distribución,Punto de Entrega,-11.968174001820778,-77.05719567537358,-11.954928332331038,-77.0798887811844,99:40,46.01,121.86,2024-10-07 21:12:51
Surco,Los Olivos,Punto de Entrega,Centro de Distribución,-11.980329206765843,-76.85489374624623,-12.083074118530211,-76.99848149485373,73:00,51.58,126.1,2024-09-27 21:12:51
San Miguel,Surco,Punto de Entrega,Punto de Entrega,-11.956383646230345,-76.98144137283116,-11.993302949324136,-77.1057707563636,41:21,33.32,70.0,2024-09-21 21:12:51
Breña,Lima Centro,Centro de Distribución,Punto de Entrega,-12.067899492856704,-77.04638793644385,-12.054318139493908,-77.14623342809304,93:46,53.02,93.88,2024-09-27 21:12:51
Pueblo Libre,San Borja,Punto de Entrega,Punto de Entrega,-11.93321746839114,-76.88235220802126,-11.821437823728733,-77.09395231237359,72:16,41.92,90.18,2024-10-17 21:12:51
San Juan de Lurigancho,Comas,Centro de Distribución,Punto de Entrega,-11.972777184294731,-77.04887013315741,-12.07577353184651,-77.15452987369956,86:54,46.14,135.33,2024-10-03 21:12:51
Magdalena,Rímac,Centro de Distribución,Punto de Entrega,-12.122600040259279,-77.13639754183976,-12.194568579652557,-77.01797458151508,104:57,80.35,127.59,2024-09-20 21:12:51
Jesús María,Comas,Centro de Distribución,Punto de Entrega,-11.804217468230704,-76.91500170966502,-12.149050748364651,-76.88275585314632,74:56,46.04,85.87,2024-10-05 21:12:51
Miraflores,Jesús María,Punto de Entrega,Punto de Entrega,-11.998015208441249,-77.0120359675142,-11.80510920984757,-76.93522172249733,88:28,31.22,108.7,2024-09-26 21:12:51
Surco,Comas,Centro de Distribución,Punto de Entrega,-11.90817030542931,-76.80473351670246,-11.954959267118092,-76.95126643333823,8:39,2.41,9.71,2024-09-26 21:12:51
Ate,La Molina,Centro de Distribución,Punto de Entrega,-11.918932834351912,-77.00275232813613,-11.917343664815036,-77.16447565950351,51:08,24.3,43.76,2024-09-23 21:12:51
Breña,Lince,Centro de Distribución,Punto de Entrega,-12.184660205100693,-76.85747874274132,-12.046214239600454,-76.89101620367995,97:34,78.22,195.89,2024-09-23 21:12:51
Surco,Chorrillos,Punto de Entrega,Centro de Distribución,-11.998012944277848,-77.1541995233515,-12.170845021509269,-77.09188440904904,40:09,14.75,31.29,2024-10-10 21:12:51
San Borja,Chorrillos,Centro de Distribución,Punto de Entrega,-12.041752897740514,-77.072435862236,-12.11947072756597,-76.93834727492862,70:30,31.18,93.95,2024-10-09 21:12:51
Ate,Barranco,Punto de Entrega,Punto de Entrega,-12.178682332426545,-76.94937015578044,-11.916023857627891,-76.94758670603167,84:39,20.12,81.6,2024-10-01 21:12:51
Jesús María,La Victoria,Punto de Entrega,Centro de Distribución,-12.094554648148959,-76.80194110486592,-12.064736669623734,-76.87631470895911,95:33,57.45,122.77,2024-10-01 21:12:51
Magdalena,Los Olivos,Centro de Distribución,Punto de Entrega,-11.905964534327673,-77.15120071225513,-12.02824488008974,-77.1989896131857,30:37,16.0,41.73,2024-10-03 21:12:51
La Molina,Surco,Centro de Distribución,Punto de Entrega,-11.979230185228202,-77.16427210065403,-12.099411188615177,-76.91336544558548,95:30,23.82,66.99,2024-09-27 21:12:51
La Molina,Los Olivos,Punto de Entrega,Punto de Entrega,-11.983389116449418,-77.08501032352558,-12.014199027291827,-76.86940843083462,110:58,79.54,142.11,2024-10-16 21:12:51
Ate,Jesús María,Punto de Entrega,Centro de Distribución,-11.91866517328122,-77.0150656688979,-12.182857942889932,-76.9046505390408,79:17,20.69,62.66,2024-09-30 21:12:51
Lince,Pueblo Libre,Punto de Entrega,Centro de Distribución,-11.952811372230574,-76.97521473347791,-12.192155538152134,-77.03569808540107,31:52,11.59,38.49,2024-09-23 21:12:51
San Isidro,Lince,Centro de Distribución,Punto de Entrega,-12.024509597054031,-76.98652958671734,-12.037514031880225,-76.9773971877542,52:20,24.35,55.88,2024-09-30 21:12:51
Rímac,Surco,Punto de Entrega,Punto de Entrega,-12.159810273242671,-76.95468508911041,-12.068969947648847,-76.83252619241931,57:07,28.28,71.75,2024-10-02 21:12:51
Barranco,Jesús María,Punto de Entrega,Punto de Entrega,-11.829125769402632,-76.94454652944103,-12.194329514863062,-77.08597059469777,97:11,46.06,132.79,2024-09-20 21:12:51
Barranco,San Juan de Lurigancho,Punto de Entrega,Centro de Distribución,-11.844693542710573,-77.12489906993879,-11.973095226572072,-77.02430750797282,33:16,11.97,32.61,2024-09-28 21:12:51
Comas,Breña,Centro de Distribución,Punto de Entrega,-12.166626787284233,-76.99821508203996,-11.896250903692323,-76.99719676590463,95:31,74.65,87.49,2024-10-14 21:12:51
San Miguel,Comas,Punto de Entrega,Punto de Entrega,-12.108408507887384,-76.92482436790442,-12.066333538114632,-77.01139178670661,21:33,13.59,17.18,2024-09-21 21:12:51
La Molina,La Victoria,Centro de Distribución,Punto de Entrega,-11.928360445215057,-76.89456952646896,-11.89728350540015,-77.10191927919628,42:01,10.3,35.92,2024-09-19 21:12:51
Comas,Pueblo Libre,Punto de Entrega,Punto de Entrega,-12.031707422626024,-77.0511733213545,-12.074230817835968,-77.18266056655777,112:36,41.82,86.53,2024-10-18 21:12:51
San Borja,San Juan de Lurigancho,Punto de Entrega,Centro de Distribución,-11.924996578118277,-76.84481492276082,-12.05265527916586,-77.12503597334417,43:07,26.05,56.34,2024-09-22 21:12:51
San Borja,La Victoria,Punto de Entrega,Centro de Distribución,-11.935704428987114,-76.95686325680215,-11.871270744105558,-77.00504796937179,53:15,17.39,36.68,2024-10-05 21:12:51
San Isidro,Rímac,Centro de Distribución,Punto de Entrega,-11.959102126396298,-77.05865557923387,-12.04728386643676,-77.06461966930753,34:08,14.33,45.5,2024-10-03 21:12:51
Jesús María,Ate,Centro de Distribución,Punto de Entrega,-11.831823050579457,-77.19118207860198,-12.1029600157899,-76.8757537736864,54:43,34.22,33.28,2024-10-01 21:12:51
Surco,Lince,Punto de Entrega,Punto de Entrega,-12.128911084384791,-77.13922221425885,-11.953798613610196,-76.93547518754406,74:45,55.35,118.87,2024-10-15 21:12:51
San Isidro,Los Olivos,Punto de Entrega,Punto de Entrega,-11.980542545202528,-76.90447726662089,-12.102450731125066,-77.02876514506809,100:18,63.43,148.66,2024-09-29 21:12:51
San Borja,Ate,Centro de Distribución,Punto de Entrega,-12.037848877987146,-76.86041366331386,-12.03678751841314,-76.8892821082508,82:00,61.8,80.04,2024-10-13 21:12:51
Lince,Rímac,Centro de Distribución,Punto de Entrega,-11.843416914619695,-77.16198767747211,-11.852961626055633,-76.93032603051854,59:22,40.99,62.9,2024-10-04 21:12:51
Lince,San Isidro,Punto de Entrega,Punto de Entrega,-11.844144599997149,-77.05063162218441,-12.154988836994976,-76.86928392004022,75:13,30.39,57.96,2024-10-11 21:12:51
Chorrillos,Ate,Punto de Entrega,Punto de Entrega,-12.090983097277356,-77.00428036419297,-11.815582444721079,-76.98947739902222,7:15,1.88,11.49,2024-10-02 21:12:51
Lima Centro,Los Olivos,Centro de Distribución,Punto de Entrega,-12.074631781656697,-77.11236644881625,-11.874234726592752,-76.88970067506227,82:10,34.7,79.0,2024-10-19 21:12:51
Barranco,San Miguel,Centro de Distribución,Punto de Entrega,-12.057847008348102,-76.98074583212741,-12.027017787603898,-76.95531858420759,6:12,1.09,7.73,2024-10-01 21:12:51
Rímac,San Miguel,Punto de Entrega,Punto de Entrega,-11.961154267197244,-76.91700289099202,-12.149801914485403,-76.84327849783152,22:15,18.21,45.41,2024-09-27 21:12:51
Pueblo Libre,Chorrillos,Centro de Distribución,Punto de Entrega,-12.109647432103245,-76.94868059720066,-11.853454736699637,-77.16124422264471,64:33,12.99,30.6,2024-09-21 21:12:51
San Juan de Lurigancho,Breña,Centro de Distribución,Punto de Entrega,-12.021111414468338,-76.85796731262229,-12.069849641673827,-77.06303697191372,104:11,72.08,124.44,2024-10-14 21:12:51
Jesús María,Comas,Punto de Entrega,Centro de Distribución,-12.093516267036845,-77.10022174236666,-12.188022844768694,-76.97980392413352,77:38,50.12,78.71,2024-10-10 21:12:51
Surco,Comas,Centro de Distribución,Punto de Entrega,-11.943245127899502,-76.80593565312167,-12.043504493871863,-77.15903082461251,8:07,2.33,11.46,2024-09-29 21:12:51
Ate,San Isidro,Punto de Entrega,Punto de Entrega,-11.953207197731981,-77.00740613967751,-11.911409724948477,-77.03094605901978,79:50,55.48,114.86,2024-09-27 21:12:51
Los Olivos,La Molina,Punto de Entrega,Centro de Distribución,-12.070328779886431,-76.91512765828001,-12.055248226574287,-76.88308831005682,117:48,20.37,90.92,2024-10-03 21:12:51
San Borja,Magdalena,Punto de Entrega,Centro de Distribución,-12.017277882288733,-76.88181698903354,-12.015972445680564,-77.12460154539902,24:26,19.29,50.5,2024-09-21 21:12:51
Pueblo Libre,La Victoria,Centro de Distribución,Punto de Entrega,-12.101870860001476,-77.14348142106147,-12.178847630377186,-77.14887368210545,73:50,41.48,107.11,2024-10-01 21:12:51
San Miguel,La Victoria,Centro de Distribución,Punto de Entrega,-12.118167384858316,-76.88340711399398,-11.98495652291282,-76.95237108034611,105:12,67.29,128.43,2024-10-08 21:12:51
Los Olivos,Jesús María,Punto de Entrega,Centro de Distribución,-11.826100571801717,-77.05421929429029,-12.123801008022017,-76.91566325267394,96:08,38.18,94.59,2024-10-09 21:12:51
Chorrillos,Lince,Centro de Distribución,Punto de Entrega,-12.126797927195483,-77.01115348667615,-12.165297010696484,-76.88680347827209,114:03,56.67,133.73,2024-09-30 21:12:51
Chorrillos,Pueblo Libre,Centro de Distribución,Punto de Entrega,-11.819440805521475,-77.04501239817007,-11.980241830429973,-76.9394673399369,80:02,35.92,87.25,2024-10-16 21:12:51
Pueblo Libre,San Isidro,Punto de Entrega,Punto de Entrega,-11.988036359973298,-77.02448620363946,-12.13322250737403,-77.15203783685216,12:24,2.49,11.05,2024-10-10 21:12:51
San Miguel,Chorrillos,Centro de Distribución,Punto de Entrega,-12.08287521341321,-77.14225000066928,-11.808023392550412,-76.95833301904574,38:22,30.66,48.37,2024-10-15 21:12:51
Los Olivos,San Borja,Centro de Distribución,Punto de Entrega,-11.92178153922404,-77.00664087349615,-11.91149701716088,-76.86568751799565,27:18,17.23,40.5,2024-10-07 21:12:51
Chorrillos,San Borja,Centro de Distribución,Punto de Entrega,-11.869859224579185,-77.11326737500842,-11.970518810101986,-77.06733383408437,110:59,63.84,87.37,2024-10-09 21:12:51
La Victoria,Jesús María,Punto de Entrega,Punto de Entrega,-11.915113889199663,-77.04647023167163,-12.115261642984084,-76.92420953863868,17:15,7.71,15.89,2024-10-11 21:12:51
San Isidro,Miraflores,Centro de Distribución,Punto de Entrega,-12.170896830476831,-76.8089235483363,-12.177672689451484,-77.12698850730062,86:30,56.55,116.52,2024-09-29 21:12:51
San Borja,Rímac,Centro de Distribución,Punto de Entrega,-12.151438622916409,-76.88697096036809,-12.06795432328312,-77.08812451824213,54:53,16.41,38.66,2024-09-25 21:12:51
Ate,Magdalena,Punto de Entrega,Centro de Distribución,-12.06397174252167,-77.18827780942298,-12.15223546055044,-76.95280054527345,103:54,47.66,105.46,2024-09-27 21:12:51
Ate,San Juan de Lurigancho,Centro de Distribución,Punto de Entrega,-11.914053368302712,-76.89699788538341,-12.15696403743683,-77.02633107863406,53:30,41.6,76.85,2024-10-03 21:12:51
