Origen,Destino,Tipo_Origen,Tipo_Destino,Latitud_Origen,Longitud_Origen,Latitud_Destino,Longitud_Destino,Tiempo_Recorrido,Distancia_km,Costo
Av. Grau,Av. César Vallejo,Centro de Distribución,Punto de Entrega,-11.82629878997845,-77.02378343686951,-11.734479683419764,-76.77492855071179,5:04,1.69,9.92
Calle San Borja Sur,Av. Almirante Grau,Punto de Entrega,Punto de Entrega,-11.858088898480517,-77.09817789936812,-12.272775075615074,-77.18351142531777,49:01,9.38,40.7
Calle Conde de la Vega,Calle Miroquesada,Punto de Entrega,Punto de Entrega,-11.700021452092018,-77.1606467061127,-12.325901053616882,-76.89701463682574,7:43,3.0,12.97
Av. Elmer Faucett,Av. Guardia Civil,Centro de Distribución,Punto de Entrega,-11.994084551604049,-76.8254190222592,-12.104005222406142,-77.07658974268482,53:53,27.68,39.76
Calle San Martín,Av. Garcilaso de la Vega,Punto de Entrega,Punto de Entrega,-12.146824956375434,-76.89458546925529,-11.824300841587355,-76.9122357676361,54:25,14.4,38.77
Calle Alcanfores,Av. Pardo,Centro de Distribución,Punto de Entrega,-12.239776370336886,-76.73377076939794,-12.448771359025168,-77.17466624949527,74:06,41.93,98.93
Calle Pisco,Calle Mariano Carranza,Punto de Entrega,Centro de Distribución,-11.710120197467145,-76.74382857914017,-12.076242283003825,-76.9998676117494,56:52,18.52,42.93
Av. Almirante Grau,Av. Túpac Amaru,Centro de Distribución,Punto de Entrega,-11.8762739341234,-77.02395156743259,-11.88672842262428,-77.140545323676,40:52,17.0,30.73
Calle Francia,Av. Costanera,Centro de Distribución,Punto de Entrega,-12.302916336520756,-77.06933409575699,-12.200288468691449,-77.2782638218917,119:15,60.69,60.46
Av. Aramburú,Av. La Molina,Centro de Distribución,Punto de Entrega,-12.215462407617437,-76.77026404061897,-12.4875201052923,-76.9046623991039,104:50,37.83,70.32
Calle Tiziano,Calle Bolognesi,Centro de Distribución,Punto de Entrega,-12.090216204193258,-76.82295322123632,-12.284978035379678,-76.96798600509338,65:55,40.29,84.02
Av. Santo Toribio,Calle Colón,Centro de Distribución,Punto de Entrega,-12.362060892913965,-77.20664900039168,-12.11969421700796,-76.70437671889455,77:16,59.08,116.96
Av. Guardia Civil,Calle Antonio Raymondi,Punto de Entrega,Punto de Entrega,-11.890456429422631,-76.78832648894753,-12.344394208096817,-77.17532500364008,5:27,3.34,9.62
Calle Los Ficus,Calle Huancavelica,Punto de Entrega,Punto de Entrega,-12.366276116870516,-76.99924618830177,-12.034908672196593,-76.80339962551606,67:57,53.37,109.63
Av. Gregorio Escobedo,Calle Amazonas,Centro de Distribución,Punto de Entrega,-12.445930970235784,-76.70823464370002,-11.975367516113499,-77.01612024000265,88:40,70.56,152.26
Calle Pardo de Zela,Av. Víctor Larco Herrera,Punto de Entrega,Centro de Distribución,-11.945481589334227,-76.95535820770243,-12.225450729135432,-77.01545787662485,114:25,91.7,205.57
Calle Las Rosas,Av. Primavera,Centro de Distribución,Punto de Entrega,-11.786124378811216,-76.81657904989946,-12.497279484778533,-77.00211859657024,90:51,43.8,66.42
Av. La Paz,Av. Los Próceres,Punto de Entrega,Punto de Entrega,-12.075186356741105,-76.77170123182816,-11.85597381580305,-77.09754312573278,89:27,33.03,95.91
Av. San Luis,Calle Los Castaños,Punto de Entrega,Punto de Entrega,-11.809715445923207,-76.87297676227051,-12.404253216168538,-76.87132042977905,20:25,15.01,29.29
Calle Las Lomas,Av. Santa Anita,Centro de Distribución,Punto de Entrega,-12.146995807131063,-76.95271689498934,-11.748915842559608,-76.9095431112908,84:47,24.45,57.99
Av. Abtao,Calle Angamos Oeste,Punto de Entrega,Centro de Distribución,-11.716844434542093,-76.7103152114462,-12.244678420389423,-77.24468692574759,50:53,41.5,59.45
Calle Las Magnolias,Av. Salaverry,Centro de Distribución,Punto de Entrega,-11.768403909511342,-76.91680505732243,-11.77354085281608,-76.94818262329402,67:33,41.66,62.77
Calle Domingo Orué,Av. Velasco Astete,Centro de Distribución,Punto de Entrega,-12.47817548786536,-77.27171756782023,-12.313104917471343,-76.840292927461,64:15,48.59,55.65
Calle Madrid,Calle Augusto Durand,Punto de Entrega,Punto de Entrega,-12.112505980361405,-77.28014854349723,-12.183148631651491,-76.86904401952916,62:30,42.68,43.99
Calle Tiziano,Calle Lima,Punto de Entrega,Centro de Distribución,-12.309233319826742,-76.9048803903769,-12.033663710173991,-76.93298598583773,73:15,21.11,76.2
Av. Aviación,Calle Mariano Carranza,Punto de Entrega,Centro de Distribución,-12.280226225367562,-77.06753268451237,-12.377136573477648,-76.88611974686577,73:13,38.14,101.04
Av. Almirante Grau,Av. San Juan,Centro de Distribución,Punto de Entrega,-12.222505326525068,-76.8583427103986,-12.360984851086668,-77.28065741585267,94:33,42.16,67.13
Calle Santa Rosa,Calle General Suárez,Punto de Entrega,Punto de Entrega,-12.41973217002187,-77.13057431475771,-12.431800695531427,-76.90941418672341,28:48,5.52,13.03
Calle Tiziano,Calle Fernando Faura,Punto de Entrega,Centro de Distribución,-12.325301781036067,-76.83533476924195,-11.958982931372418,-77.09110727109196,112:28,25.61,68.74
Av. Santo Toribio,Av. Huánuco,Punto de Entrega,Punto de Entrega,-12.275874789114845,-77.15708570935449,-12.157888332322333,-76.74610298022344,111:59,64.87,153.22
Calle Madrid,Calle Mártir Olaya,Centro de Distribución,Punto de Entrega,-12.36906281234693,-77.2086778813751,-11.861408212659157,-77.0491191433149,16:29,3.53,16.82
Av. Ejército,Calle Ucayali,Punto de Entrega,Punto de Entrega,-11.859524685206695,-77.1844239723542,-12.39673612156697,-76.97692319746284,79:21,53.97,108.36
Calle Fernando Faura,Calle Camaná,Centro de Distribución,Punto de Entrega,-12.136948832192576,-76.84035416965955,-12.050555894086248,-76.85479277394334,104:04,42.96,53.8
Calle Berlín,Av. La Paz,Centro de Distribución,Punto de Entrega,-12.418050580553045,-77.13968010709743,-11.728735443000563,-76.9601427378282,88:34,38.03,111.34
Av. Costanera,Av. Velasco Astete,Centro de Distribución,Punto de Entrega,-12.17449689382835,-77.1026696746487,-12.121533303304814,-77.19873932600382,66:32,47.51,62.13
Av. Garcilaso de la Vega,Calle Colón,Punto de Entrega,Punto de Entrega,-11.891564910642764,-77.2836918328146,-12.478355472531183,-76.75174677829641,71:58,41.9,79.8
Av. Caminos del Inca,Calle Las Lilas,Punto de Entrega,Centro de Distribución,-12.497214699000299,-77.09335266527539,-12.323562506927653,-77.24971231841836,22:51,8.4,21.34
Av. Universitaria,Av. Pardo y Aliaga,Punto de Entrega,Centro de Distribución,-12.122169048222283,-77.27667048965262,-11.961050662058593,-76.92472279870383,116:09,72.87,134.74
Av. Garcilaso de la Vega,Calle Belén,Centro de Distribución,Punto de Entrega,-11.906205279648045,-76.71733107524965,-12.332833183577856,-77.1115041309859,89:10,46.64,88.71
Calle San Francisco,Av. La Molina,Centro de Distribución,Punto de Entrega,-12.051188373911428,-77.14665511794257,-11.782528836707861,-77.1468926237582,70:04,17.79,39.49
Av. Alfredo Mendiola,Calle Huancavelica,Centro de Distribución,Punto de Entrega,-12.252244727172506,-76.82753028150954,-12.160890409870316,-76.90268303064626,7:31,2.01,9.23
Av. Velasco Astete,Calle Gerardo Unger,Punto de Entrega,Punto de Entrega,-12.333332148490529,-77.27901415501385,-11.794093813397724,-77.02797594321162,104:34,36.11,81.97
Av. Próceres de la Independencia,Calle Las Orquídeas,Centro de Distribución,Punto de Entrega,-12.378256936910214,-77.11189360496111,-12.48180643440102,-76.91191773450379,28:03,7.45,28.9
Calle Rodríguez de Mendoza,Calle Tarapacá,Punto de Entrega,Punto de Entrega,-11.702477820814934,-77.05276470924873,-11.713506162636929,-77.25849744967509,65:43,42.91,46.76
Av. Alfonso Ugarte,Av. Paseo de la República,Punto de Entrega,Punto de Entrega,-12.29093029952659,-77.1058307869285,-12.024481650113474,-76.81715943595309,107:02,27.09,82.89
Av. Guillermo Prescott,Calle Berlín,Punto de Entrega,Centro de Distribución,-11.929168100832658,-77.01099299184419,-12.199118184884076,-77.26929592937681,92:01,24.59,90.43
Calle San Borja Sur,Av. Colonial,Punto de Entrega,Centro de Distribución,-12.352259252051683,-76.73580779392562,-11.804293981538999,-77.00176287465911,112:01,40.48,97.23
Av. El Ejercito,Av. Sucre,Centro de Distribución,Punto de Entrega,-11.81748310492572,-76.82667316256723,-12.416484781098948,-77.13416970447093,96:28,49.19,70.24
Av. San Felipe,Calle Conde de la Vega,Punto de Entrega,Punto de Entrega,-12.061497762779684,-76.93351922921804,-12.45233398619909,-76.93424552940334,104:47,85.73,217.61
Av. Defensores del Morro,Calle Gerardo Unger,Centro de Distribución,Punto de Entrega,-11.744672748277932,-76.85584900427357,-12.368790146351554,-77.0690142607585,41:30,17.73,41.97
Calle Talara,Calle Santa Rosa,Punto de Entrega,Punto de Entrega,-11.739210349821539,-76.95641366638583,-12.319649466585444,-76.8309609964376,93:21,53.68,110.56
Calle Colina,Av. Elmer Faucett,Punto de Entrega,Centro de Distribución,-12.26264439303308,-76.79849585177173,-11.847460059801733,-77.08491759088345,93:38,47.35,98.91
Calle Bolognesi,Calle Chiclayo,Punto de Entrega,Centro de Distribución,-11.855329388664922,-76.91897805035018,-12.334165130556071,-76.7658629463965,19:48,15.07,38.27
Av. Velasco Astete,Calle Montero Rosas,Punto de Entrega,Punto de Entrega,-12.110765651850512,-76.72233220533397,-11.961737497703847,-77.09390455186956,54:46,44.17,94.22
Av. Pardo,Calle Pérez de Cuéllar,Centro de Distribución,Punto de Entrega,-12.289535587364755,-76.72063769340195,-11.710435244478603,-76.81091597400949,17:56,8.53,21.83
Av. Javier Prado,Av. El Sol,Punto de Entrega,Punto de Entrega,-11.86829942002457,-77.21137683533132,-11.863893702348694,-76.88494876645596,72:31,51.22,64.62
Calle Augusto Durand,Av. Sucre,Centro de Distribución,Punto de Entrega,-12.23566973903616,-77.19289166394125,-12.334926977466491,-76.72696116985401,62:46,46.55,97.35
Calle Santa Inés,Av. Almirante Grau,Centro de Distribución,Punto de Entrega,-12.068442665825973,-76.79611096791584,-11.94449300156863,-77.04887226271792,58:46,35.52,62.06
Av. Brasil,Calle San Martín,Punto de Entrega,Centro de Distribución,-11.776609363657228,-77.17748599907384,-12.145153467494463,-76.87162851947654,27:19,5.18,22.38
Av. Grau,Av. Brasil,Punto de Entrega,Punto de Entrega,-12.052156127826327,-76.8980618410187,-12.12239679422955,-77.13680152024205,93:33,41.47,80.41
Calle Los Pinos,Av. San Felipe,Punto de Entrega,Punto de Entrega,-12.122301673557935,-76.96244660113624,-12.443342059433485,-77.03952721127287,80:11,53.65,121.51
Av. Palmeras,Av. El Derby,Punto de Entrega,Centro de Distribución,-11.939029181337004,-76.76083635356741,-12.168873489637958,-77.05138172009909,59:30,35.03,82.59
Calle Manuel Tovar,Calle Conde de Superunda,Punto de Entrega,Centro de Distribución,-12.323578736156529,-77.17789497302866,-11.90790709526077,-77.04115790176526,84:30,16.61,32.71
Calle Mártir Olaya,Calle Huancavelica,Centro de Distribución,Punto de Entrega,-11.786814322181264,-76.84210204323195,-11.892436798527621,-76.9273610349301,111:09,26.48,65.0
Calle Berlín,Calle Los Álamos,Centro de Distribución,Punto de Entrega,-11.816472150756878,-77.12065675160079,-12.183538064600011,-76.78730178075789,97:32,64.32,119.29
Av. Pardo y Aliaga,Calle Nicolás de Piérola,Punto de Entrega,Punto de Entrega,-11.795087802244957,-76.77385764439337,-11.77967426413699,-76.75017665348334,88:42,56.34,78.92
Av. Iquitos,Av. Raúl Ferrero,Punto de Entrega,Centro de Distribución,-12.05610289532746,-77.10672202257564,-12.303729723912765,-76.71689254196797,115:00,91.33,160.02
Calle Las Dalias,Calle Tarapacá,Centro de Distribución,Punto de Entrega,-12.217679095353253,-76.99947092730731,-12.279504504880743,-77.19833863946202,45:22,9.37,40.27
Av. Guardia Republicana,Av. Universitaria,Centro de Distribución,Punto de Entrega,-12.364404363301492,-76.73876201020944,-12.39497462024066,-77.26714743229726,109:57,62.54,123.41
Calle Chacaltana,Av. Guardia Civil Norte,Punto de Entrega,Punto de Entrega,-11.80128942961738,-77.01932922382582,-11.902573112604424,-76.97084232563432,87:27,18.77,53.85
Calle Amazonas,Calle Las Camelias,Centro de Distribución,Punto de Entrega,-12.15445022337511,-77.00172443905632,-12.49291871044239,-77.20476038024341,22:41,8.36,18.32
Calle El Carmen,Calle Gerardo Unger,Punto de Entrega,Punto de Entrega,-12.486468069929598,-77.22638018003313,-11.934131657260728,-76.93824936119016,15:00,10.94,20.27
Av. Colonial,Av. Caminos del Inca,Punto de Entrega,Punto de Entrega,-12.054292231291102,-77.0550516450379,-12.161647944362606,-76.97263972708012,76:46,63.04,103.29
Av. Belén,Calle Los Nogales,Centro de Distribución,Punto de Entrega,-11.80166799173243,-77.25712644115866,-12.14996626048543,-77.0489044163785,12:58,8.81,20.59
Calle Los Manzanos,Calle La Mar,Centro de Distribución,Punto de Entrega,-12.438763278814793,-77.0048750183145,-11.834158901939682,-76.74903838215677,61:53,24.44,76.9
Av. Elmer Faucett,Calle Gonzales Prada,Centro de Distribución,Punto de Entrega,-12.252631457038,-77.01602518515936,-12.030395297645107,-77.104143814116,81:45,37.85,73.75
Av. México,Av. Separadora Industrial,Centro de Distribución,Punto de Entrega,-12.215381306349672,-77.06334194684196,-12.070382681384796,-76.83339865266196,97:01,22.54,63.14
Av. La Molina,Calle Berlín,Centro de Distribución,Punto de Entrega,-11.81946564048617,-77.08938670089792,-12.126290452196821,-76.82219981242503,109:12,38.37,102.56
Calle Libertad,Calle Mariano Melgar,Centro de Distribución,Punto de Entrega,-12.018543002014495,-76.89243319575013,-11.992816575263015,-76.90042362594535,5:26,3.71,13.19
Calle Madrid,Calle Huancavelica,Centro de Distribución,Punto de Entrega,-12.096862426387117,-77.06579778172541,-11.99606862150301,-76.70121181193724,70:39,16.38,37.95
Av. Guardia Republicana,Av. Colonial,Centro de Distribución,Punto de Entrega,-12.270380384902753,-77.05657192710589,-12.025521737632486,-77.25307638781332,77:49,64.08,137.83
Calle Los Laureles,Av. Ejército,Centro de Distribución,Punto de Entrega,-11.99110933795866,-76.92626846827213,-11.802534024371713,-77.0804064790619,88:11,36.13,117.18
Calle Angamos Oeste,Calle Miguel Grau,Punto de Entrega,Punto de Entrega,-12.291926851069707,-76.89161988274216,-12.424829688930963,-76.7709158199249,73:17,38.69,70.83
Av. Túpac Amaru,Av. Central,Punto de Entrega,Punto de Entrega,-11.736546151842072,-76.74750657865663,-11.887475853306379,-76.8592152675849,10:39,1.94,10.29
Calle Los Cedros,Av. 2 de Mayo,Centro de Distribución,Punto de Entrega,-12.240163612433584,-77.20074003279386,-12.425926603393858,-76.9604872770773,90:08,71.51,89.58
Av. Arequipa,Av. El Sol,Punto de Entrega,Centro de Distribución,-12.106635019425411,-76.82748174779485,-11.806293504553192,-77.14873742634929,73:42,46.38,54.34
Av. República de Panamá,Calle Ramón Zavala,Punto de Entrega,Punto de Entrega,-12.23370055911561,-76.97182417399479,-11.911353555232457,-77.17154106912253,117:26,28.53,108.1
Av. Santa Anita,Av. Guardia Civil Sur,Punto de Entrega,Centro de Distribución,-12.325239659045947,-77.26856624115496,-12.384484236168362,-76.85645974431831,27:41,5.11,13.44
Av. Gregorio Escobedo,Av. Salaverry,Punto de Entrega,Punto de Entrega,-12.498384964274056,-77.19056744488287,-12.257452471922047,-77.05729741200216,100:46,42.87,38.96
Calle Los Álamos,Calle Diego de Almagro,Centro de Distribución,Punto de Entrega,-12.285676920650792,-76.85352366584088,-11.723138562945879,-77.23734854878016,68:23,33.3,76.04
Calle José Olaya,Calle José Santos Chocano,Centro de Distribución,Punto de Entrega,-11.836496852342503,-77.0956481194179,-11.753400955122222,-77.20728418882594,77:09,48.08,105.55
Av. Los Próceres,Av. Separadora Industrial,Centro de Distribución,Punto de Entrega,-12.400651239679974,-77.07085289655699,-12.144299517220805,-77.12334811013454,104:53,79.58,159.91
Calle Berlín,Calle Zorritos,Punto de Entrega,Centro de Distribución,-11.764786392978639,-76.99983776960916,-12.156084714638746,-76.70742334629591,95:59,50.92,58.26
Calle Enrique Villar,Av. Abancay,Punto de Entrega,Centro de Distribución,-12.265858715507305,-76.71395707070852,-12.192512122613342,-77.20034326415013,79:26,20.89,74.54
Calle Augusto Durand,Calle Los Cedros,Centro de Distribución,Punto de Entrega,-12.050243142550398,-77.23900093034572,-11.904133279417579,-76.919936619179,104:32,86.63,106.2
Av. Santa Rosa,Calle Los Manzanos,Punto de Entrega,Centro de Distribución,-12.05832949366436,-77.23758558350984,-11.899099840787628,-76.86676904368976,68:11,24.12,41.11
Av. El Corregidor,Calle Camaná,Punto de Entrega,Centro de Distribución,-11.733022916987327,-77.10286961648762,-11.874687709846201,-77.18735578755998,49:12,17.89,30.88
Calle Los Castaños,Av. La Paz,Centro de Distribución,Punto de Entrega,-12.360484322184496,-77.21162375988276,-12.28134455065916,-76.78529975909225,52:20,18.96,36.18
Av. Alcázar,Av. Primavera,Centro de Distribución,Punto de Entrega,-12.490684500817133,-77.16858720700631,-12.470500750500332,-76.89461124292075,62:24,26.2,78.1
Av. Túpac Amaru,Calle Las Gardenias,Punto de Entrega,Punto de Entrega,-12.030637706030602,-76.93972768353169,-11.902345331622744,-77.0098669258093,33:22,10.38,29.47
Calle Francia,Calle Ucayali,Punto de Entrega,Centro de Distribución,-12.429538170064324,-76.94524987870815,-12.156568885784328,-76.92559926217632,70:40,56.63,118.56
Calle Augusto Durand,Calle José Balta,Punto de Entrega,Punto de Entrega,-11.848458227791362,-76.78682508619768,-11.885083570376127,-76.99156172022732,99:02,62.15,144.27
Av. César Vallejo,Calle La Mar,Centro de Distribución,Punto de Entrega,-11.825912232978816,-76.83350457592167,-12.369912763607608,-77.19112208067979,10:41,4.12,15.36
Calle Berlín,Av. Santa Rosa,Punto de Entrega,Punto de Entrega,-12.233844182403715,-77.29211875770137,-11.746832248886877,-76.95749412305764,66:12,35.92,54.42
Calle Ramón Zavala,Av. Santa Anita,Centro de Distribución,Punto de Entrega,-11.722692312704263,-76.89996582475548,-12.239011281301032,-77.09410568587747,90:13,22.04,86.31
Calle Ignacio Merino,Av. San Felipe,Centro de Distribución,Punto de Entrega,-12.383434185903734,-77.27760771173793,-12.1586980264111,-77.13725087788757,53:49,42.29,40.45
Calle El Carmen,Av. Cápac Yupanqui,Punto de Entrega,Punto de Entrega,-12.471965614249978,-76.97456563535572,-11.956200306879953,-76.91330049657988,115:23,54.25,96.92
Av. Aramburú,Av. Angamos,Centro de Distribución,Punto de Entrega,-12.147238283097336,-76.94850053284081,-11.798457485715367,-77.03187312656674,60:57,31.62,49.72
Av. Guardia Civil Sur,Calle Ignacio Merino,Centro de Distribución,Punto de Entrega,-12.23520910336517,-77.22034505027047,-11.95104152393824,-77.20242638167814,96:40,58.67,120.08
Calle Colón,Calle Berlín,Centro de Distribución,Punto de Entrega,-12.118416206608465,-76.75114065847747,-11.995352595903366,-77.05951502185098,20:37,10.11,18.61
Av. Grau,Calle San Francisco,Punto de Entrega,Punto de Entrega,-12.310700275841608,-77.1248205962891,-11.701118787402354,-76.92855426726858,75:05,49.96,95.29
Calle Mártir Olaya,Av. Óscar R. Benavides,Centro de Distribución,Punto de Entrega,-12.438734955209757,-76.93819388664016,-12.005756655753814,-77.04119820528055,12:07,7.0,17.74
Av. Javier Prado,Av. Enrique Meiggs,Punto de Entrega,Punto de Entrega,-12.468464672468857,-77.08211488825056,-12.085245428604582,-77.020073521439,83:25,35.73,54.45
Av. La Marina,Calle José Santos Chocano,Centro de Distribución,Punto de Entrega,-12.002767608026923,-77.0888144704966,-12.190791190508786,-77.10268475834071,95:08,62.04,114.1
Av. Angamos,Calle Francia,Punto de Entrega,Centro de Distribución,-12.193420016524907,-76.90024924163049,-12.41486727716187,-77.06594246460098,92:56,23.02,54.88
Av. Universitaria,Av. Velasco Astete,Punto de Entrega,Punto de Entrega,-12.423819252179214,-76.95222900353424,-12.33059069310364,-77.20116420802339,7:56,4.99,9.63
Calle Francia,Calle Sucre,Punto de Entrega,Punto de Entrega,-12.389408819024796,-77.08083884013391,-12.334685517995691,-77.20489408236695,30:06,15.72,25.83
Av. Las Palmeras,Calle Flora Tristán,Centro de Distribución,Punto de Entrega,-12.499877358523568,-77.12594593382933,-12.384365925242212,-76.71149916341929,90:45,69.79,144.16
Av. Guardia Civil,Calle Berlín,Punto de Entrega,Punto de Entrega,-11.988945535006343,-77.28429143308833,-12.327896039542841,-76.93180710002929,21:47,13.45,21.26
Calle Las Flores,Calle Grau,Centro de Distribución,Punto de Entrega,-12.04845835656028,-77.141724506747,-12.397825062353444,-76.74099930148013,13:07,7.66,21.09
Av. Pardo y Aliaga,Av. Panamericana Norte,Punto de Entrega,Centro de Distribución,-11.862167686512054,-77.18968960676672,-11.777599115929965,-76.70397130913025,91:00,19.04,55.91
Calle La Mar,Calle Francia,Punto de Entrega,Punto de Entrega,-11.910008165536029,-77.08930546609537,-12.258938808273943,-76.77176509071431,117:27,79.29,127.39
Calle Bellavista,Av. Arequipa,Punto de Entrega,Centro de Distribución,-11.79944481500379,-76.71606543772863,-11.745258066191921,-77.28931023194494,100:46,52.6,131.73
Calle Los Robles,Calle Las Magnolias,Centro de Distribución,Punto de Entrega,-11.986737587289678,-76.85612807576439,-11.749228628543225,-76.90231670693406,97:54,45.5,78.96
Calle Angamos Oeste,Av. Elmer Faucett,Centro de Distribución,Punto de Entrega,-12.16892260115208,-77.24067188480974,-11.905641353612452,-77.01644756998196,7:45,1.46,9.66
Av. Brasil,Calle Las Flores,Punto de Entrega,Punto de Entrega,-12.126408708273415,-76.99743345168403,-11.820315961959004,-77.1418586754526,22:41,13.93,21.53
Av. Alfredo Mendiola,Av. Pizarro,Centro de Distribución,Punto de Entrega,-12.39872680737749,-76.70482442667895,-12.47348305945295,-77.25521968065522,100:11,80.53,130.73
Av. Santa Anita,Calle Los Álamos,Punto de Entrega,Centro de Distribución,-12.113418501389841,-76.88666804854385,-12.261228751660427,-77.07010157572546,77:31,60.25,77.33
Calle Talara,Av. Los Insurgentes,Punto de Entrega,Centro de Distribución,-12.359887416081895,-77.07199952354884,-11.71904899508883,-77.05213571068379,92:58,35.47,69.79
Calle Las Lilas,Calle Los Jazmines,Punto de Entrega,Centro de Distribución,-12.113046220919792,-76.76701071684079,-12.129231406956297,-77.00723412071292,60:27,41.85,80.14
Calle Alcanfores,Calle Los Jazmines,Centro de Distribución,Punto de Entrega,-12.32350748136905,-76.9027417327606,-11.703719113391614,-76.75313335497823,52:21,11.73,39.49
Av. Abancay,Calle Flora Tristán,Punto de Entrega,Centro de Distribución,-12.1408315430069,-77.19337454027573,-11.982850866264855,-76.83845736845643,66:46,35.63,73.34
Calle Manco Cápac,Av. Sucre,Punto de Entrega,Punto de Entrega,-11.73340891570771,-76.88784990932082,-12.36066967291645,-77.03843008272466,20:22,4.55,12.45
Calle Porta,Av. Tingo María,Centro de Distribución,Punto de Entrega,-12.486382553646157,-76.9410038159252,-11.74654241882364,-76.72501875723631,99:06,38.28,98.56
Calle Gonzales Prada,Calle La Mar,Punto de Entrega,Punto de Entrega,-12.45130045201954,-77.00235556371672,-12.264144577454527,-76.97325439725434,66:48,28.9,71.46
Calle Las Flores,Av. Paseo de la República,Centro de Distribución,Punto de Entrega,-11.731024781538885,-77.26060576677764,-12.364627936545201,-77.08115717276094,23:33,17.37,25.96
Calle Las Flores,Calle Nicolás de Piérola,Centro de Distribución,Punto de Entrega,-11.856994814933023,-77.22703082395833,-12.414605765081182,-77.22244920675193,7:40,2.83,11.12
Av. Tomás Marsano,Av. Universitaria,Punto de Entrega,Punto de Entrega,-12.028393780684558,-76.82988184894175,-11.78989713979107,-77.18827493168631,92:03,32.91,69.72
Calle Cantuarias,Calle Gamarra,Centro de Distribución,Punto de Entrega,-12.352074627452598,-76.96500644851636,-12.147543728222667,-76.99973555568445,117:20,50.74,118.01
Av. Abtao,Calle Tiziano,Centro de Distribución,Punto de Entrega,-11.787403142789973,-76.89272221447348,-12.038058894717372,-77.29735339772976,106:17,36.55,78.67
Calle Pisco,Calle Cayetano Heredia,Centro de Distribución,Punto de Entrega,-12.419760077244346,-76.97794867434648,-11.80606612105076,-77.22532202232637,103:39,41.81,77.97
Calle San Francisco,Calle Berlín,Centro de Distribución,Punto de Entrega,-12.027292472087401,-77.1090928639583,-12.416123960571351,-77.16148345593253,76:39,34.99,100.36
Calle Alcanfores,Av. 28 de Julio,Punto de Entrega,Punto de Entrega,-11.972870265103783,-76.76438891541224,-12.179078293759105,-77.1707345080439,53:19,19.79,29.2
Av. La Paz,Av. El Ejercito,Punto de Entrega,Punto de Entrega,-11.959696913982897,-77.12837453721045,-12.053495641273582,-76.8420403092784,73:45,26.74,70.26
Calle Cantuarias,Calle Loreto,Centro de Distribución,Punto de Entrega,-12.111359144714864,-77.0968534807421,-12.060097191757526,-77.1858692597524,59:32,27.38,72.45
Av. Alfonso Ugarte,Calle Zorritos,Centro de Distribución,Punto de Entrega,-12.478762168146766,-76.79087233055691,-12.02256330525169,-76.79805387091491,85:24,68.54,71.92
Calle Aljovín,Av. Malecón Checa,Punto de Entrega,Punto de Entrega,-12.387128630751102,-76.86081651212585,-11.861263539982938,-76.72962820149398,96:39,35.8,92.74
Av. Petit Thouars,Av. Javier Prado,Punto de Entrega,Punto de Entrega,-12.364770159288954,-76.78603668068332,-11.919531914942187,-77.11892437316052,113:40,38.38,85.93
Calle Angamos Oeste,Calle Gerardo Unger,Punto de Entrega,Centro de Distribución,-12.12630716158088,-77.28191161459033,-12.46729976336206,-76.70963727802128,23:30,7.85,23.13
Av. Túpac Amaru,Calle Chiclayo,Punto de Entrega,Centro de Distribución,-12.444108752577382,-77.06552782351427,-11.776065114442634,-76.89443770384466,39:39,19.17,43.08
Calle Miroquesada,Av. Larco,Centro de Distribución,Punto de Entrega,-11.937201566306632,-76.95418681353317,-11.95931789896142,-77.0154115452014,100:00,41.81,89.93
Av. Los Álamos,Calle Manco Cápac,Punto de Entrega,Punto de Entrega,-11.80197774701051,-77.04805249421388,-12.395740335704815,-76.91957223204028,22:14,17.94,31.71
Av. Pardo,Av. Salaverry,Punto de Entrega,Punto de Entrega,-12.21182268973575,-76.81793830735214,-12.416116946833958,-77.17079580239438,28:33,19.64,31.08
Calle Antonio Raymondi,Calle José Santos Chocano,Punto de Entrega,Centro de Distribución,-12.13482191747459,-77.22402581251717,-11.74210261381588,-76.91644117042067,91:29,50.53,76.43
Av. San Luis,Av. Larco,Centro de Distribución,Punto de Entrega,-11.72133974661301,-77.02085227542165,-12.027003838087866,-76.9808915012564,33:05,25.21,62.02
Av. San Felipe,Calle Gamarra,Centro de Distribución,Punto de Entrega,-12.21176648115329,-77.11237637998629,-12.050441846870099,-77.03996950937669,109:15,52.49,101.8
Calle Santa Inés,Calle Los Jazmines,Punto de Entrega,Punto de Entrega,-12.293839136496493,-77.11600760288607,-12.02824658647189,-77.2080095368984,33:30,12.93,34.63
Av. Pardo y Aliaga,Av. El Polo,Punto de Entrega,Punto de Entrega,-12.23357974238538,-77.28886829033289,-11.91009110815087,-76.98542221909051,103:33,84.39,62.99
Calle Chacaltana,Calle Colina,Centro de Distribución,Punto de Entrega,-11.8900945312085,-76.78025102807992,-12.267636717184503,-76.94341324642396,69:17,40.52,75.15
Calle Rodríguez de Mendoza,Av. Velasco Astete,Punto de Entrega,Punto de Entrega,-12.046994800058744,-76.73577719821276,-11.915624328383274,-77.21857096426852,101:31,22.52,66.96
Calle San Francisco,Calle Batalla de Junín,Centro de Distribución,Punto de Entrega,-11.902121492447362,-76.72634837063785,-11.947813897916665,-76.87750135563776,80:15,41.61,43.66
