Origen,Destino,Tipo_Origen,Tipo_Destino,Latitud_Origen,Longitud_Origen,Latitud_Destino,Longitud_Destino,Tiempo_Recorrido,Distancia_km,Costo
Bulevar Sucre 378,Camino San Isidro 230,Punto de Entrega,Centro de Distribución,-11.978196028272505,-76.88784166769122,-12.12235697028764,-77.03625078470974,15:37,13.02,21.39
Pasaje Arequipa 431,Bulevar Chaclacayo 301,Centro de Distribución,Punto de Entrega,-12.173780284702483,-76.89353402387836,-11.84747523334006,-76.80422571682979,109:13,37.65,68.57
Calle Bolognesi,Bulevar Pucusana 265,Punto de Entrega,Centro de Distribución,-11.939325454072895,-77.02660667404831,-12.019920507371603,-76.8936278434354,117:45,86.23,78.47
Jr. José Pardo 233,Av. Santo Toribio,Punto de Entrega,Centro de Distribución,-12.022819138690922,-76.9911213982753,-12.015422567296238,-77.17875247191473,35:52,14.81,26.08
Av. Lince 146,Paseo Pueblo Libre 206,Punto de Entrega,Centro de Distribución,-12.058297885693133,-77.13882485270939,-12.086525088893278,-77.1399420205287,93:49,33.46,57.66
Paseo Magdalena del Mar 76,Calle Barranco 283,Centro de Distribución,Punto de Entrega,-12.032717790411743,-77.15201251697655,-11.915262555077323,-76.81610504165842,115:06,38.06,67.72
Av. Las Flores 434,Ruta La Molina 347,Punto de Entrega,Punto de Entrega,-12.152935986809144,-76.80840453337294,-12.006327973340158,-77.11739596003396,46:08,28.48,65.72
Pasaje La Marina 276,Diagonal Miraflores 427,Centro de Distribución,Punto de Entrega,-11.954891030205722,-76.99173433000163,-12.009562427576286,-77.14850244018038,110:15,81.35,197.55
Diagonal Chorrillos 90,Calle Las Flores 317,Punto de Entrega,Centro de Distribución,-11.888564342676482,-76.92535549358732,-12.123836352219138,-76.8767786302388,107:15,53.89,118.81
Bulevar Santa Lucía 365,Calle Rímac 492,Centro de Distribución,Punto de Entrega,-12.169322725086582,-76.86584830284188,-11.87751809444345,-77.0174306326829,79:03,18.4,36.33
Diagonal Brasil 233,Pasaje Pueblo Libre 132,Punto de Entrega,Punto de Entrega,-11.873086163261044,-76.83216136740508,-12.19989685621619,-76.909404164126,20:33,9.6,15.31
Bulevar Mendoza 17,Diagonal El Agustino 185,Centro de Distribución,Punto de Entrega,-12.008342609719614,-76.87001164744522,-12.054695576870936,-77.1582426992581,6:40,1.35,7.33
Jr. Mendoza 27,Camino San Isidro 137,Punto de Entrega,Punto de Entrega,-11.815405937537385,-77.19300478698948,-11.8145982181755,-77.05302987662738,93:21,56.02,76.25
Diagonal Santa Anita 249,Ctra. San Bartolo 305,Centro de Distribución,Punto de Entrega,-12.190144567294302,-76.92690839508523,-11.927098099911259,-77.12081281735465,96:38,36.99,97.43
Paseo Sucre 250,Paseo Arequipa 349,Punto de Entrega,Centro de Distribución,-11.977393050239524,-77.12958534848683,-12.000596757459446,-77.18715134898098,114:50,27.46,65.97
Jr. Surco 165,Av. Ate 415,Centro de Distribución,Punto de Entrega,-11.975818062859469,-77.00999384320185,-11.802723051207375,-76.90201173854705,9:48,3.31,11.33
Camino Cercado 469,Calle Los Jazmines,Punto de Entrega,Centro de Distribución,-12.043293885727572,-76.85073510115333,-12.08436560058809,-77.18181150259039,109:03,55.08,110.74
Av. Cápac Yupanqui,Av. Villa María del Triunfo 308,Punto de Entrega,Centro de Distribución,-12.128574755057025,-76.96659970956777,-12.100449284026396,-77.12832722668726,17:15,9.55,19.65
Paseo Callao 346,Ruta Callao 371,Punto de Entrega,Punto de Entrega,-11.86615707952277,-77.19890153615769,-11.84760506825174,-77.17714626767105,59:22,47.58,68.38
Calle La Mar,Calle Villa El Salvador 248,Centro de Distribución,Punto de Entrega,-11.88912536359444,-77.07413394897318,-12.054910761666271,-76.86044221979294,67:27,29.58,80.18
Av. Huaylas,Pasaje San Bartolo 320,Centro de Distribución,Punto de Entrega,-12.138782754891304,-77.14109495784656,-11.83155705344152,-76.8917988675491,39:47,26.57,63.81
Jr. La Molina 165,Jr. Chaclacayo 372,Centro de Distribución,Punto de Entrega,-11.84459805021547,-77.03990142319856,-11.902464367995341,-77.04194798922644,33:32,10.02,23.53
Av. Huánuco,Calle Amazonas,Centro de Distribución,Punto de Entrega,-11.899719068673734,-77.18127985364791,-11.869875204449306,-77.01816391651813,10:50,6.72,17.24
Ruta Carabayllo 331,Ruta Ate 419,Punto de Entrega,Centro de Distribución,-12.114151480260396,-76.87836675019572,-11.846733003932899,-76.91727629867573,59:38,18.91,44.78
Calle Madrid,Diagonal San Juan de Miraflores 87,Centro de Distribución,Punto de Entrega,-11.80805098345225,-76.92836853645473,-11.982169976672278,-77.11077814617556,20:15,14.84,27.3
Pasaje Las Flores 497,Ruta San Juan 244,Punto de Entrega,Punto de Entrega,-12.01840782278876,-76.8284914289752,-12.009548583656198,-76.94043574980051,76:10,55.03,52.71
Jr. La Victoria 435,Diagonal Chorrillos 422,Centro de Distribución,Punto de Entrega,-11.97399836119653,-77.03870084878274,-11.982965433046182,-76.82570699682068,114:21,43.13,72.34
Av. Malecón Checa,Paseo Jesús María 239,Centro de Distribución,Punto de Entrega,-12.08869002523588,-77.03828856156677,-11.940951492638845,-76.97520627718096,106:34,25.75,71.5
Calle Carabayllo 251,Camino Rímac 440,Centro de Distribución,Punto de Entrega,-11.971946824905958,-76.80833157476974,-11.911269819761152,-76.85881321280146,12:39,3.86,13.38
Av. Grau,Camino Barranco 59,Centro de Distribución,Punto de Entrega,-11.811576180835464,-77.1948605033672,-11.994622740757517,-76.94425051683834,117:11,65.1,145.31
Calle Hermanos Catari,Ctra. Callao 242,Centro de Distribución,Punto de Entrega,-11.858560794651153,-77.09975559888494,-11.974870171198768,-76.98304649811824,99:31,36.42,85.38
Diagonal Santa Lucía 26,Av. Nicolás Arriola,Centro de Distribución,Punto de Entrega,-12.10607615593864,-77.15041745110746,-12.1278417745809,-76.81562193589406,94:31,70.96,182.43
Camino Ate 371,Camino Rímac 440,Centro de Distribución,Punto de Entrega,-11.813390995449499,-76.93711775504595,-12.050792819133418,-76.8475324072158,24:08,7.42,17.53
Ctra. Magdalena del Mar 132,Paseo Angamos 247,Centro de Distribución,Punto de Entrega,-12.071822294157913,-77.10363728365841,-11.81908627930908,-76.96880740417274,83:26,46.32,75.16
Ctra. San Miguel 256,Pasaje Pachacamac 446,Punto de Entrega,Punto de Entrega,-12.17245513670727,-77.15165912228719,-11.967118575391247,-77.19494765260747,57:09,15.97,59.63
Diagonal Villa María del Triunfo 100,Ruta Angamos 361,Centro de Distribución,Punto de Entrega,-11.94013924393832,-76.80643915599201,-11.990134803664624,-77.1029355976317,84:27,65.05,102.04
Paseo Arequipa 349,Av. Olaya 99,Punto de Entrega,Centro de Distribución,-11.878391466585473,-76.97986324408525,-12.181260687374735,-77.18553638566495,83:45,18.02,57.08
Av. Pardo y Aliaga,Calle Mendoza 358,Punto de Entrega,Punto de Entrega,-12.182805693620542,-77.1162596534546,-11.960751193814753,-76.87139198093588,110:23,58.45,135.19
Calle Pueblo Libre 181,Av. San Juan,Centro de Distribución,Punto de Entrega,-12.187397810030525,-77.13545352856154,-12.14167551399678,-76.94711416837994,41:37,29.56,51.11
Jr. La Molina 165,Diagonal La Molina 461,Centro de Distribución,Punto de Entrega,-12.170520167838449,-76.81489827295492,-12.158884841573009,-77.15950616597327,74:20,20.35,66.49
Diagonal Chorrillos 90,Av. El Derby,Centro de Distribución,Punto de Entrega,-12.098100937724507,-77.01064693999028,-11.970836493818418,-77.08836609528983,82:00,43.57,71.37
Ruta San Juan de Miraflores 83,Paseo Mendoza 366,Punto de Entrega,Centro de Distribución,-11.834340641485971,-77.0068089406091,-12.033781384158974,-76.93656899705951,109:39,40.02,55.85
Camino Chaclacayo 151,Camino Pueblo Libre 140,Punto de Entrega,Punto de Entrega,-11.940070114466014,-77.11320708916871,-11.93425149194112,-76.86020176863315,45:01,34.0,83.27
Camino Ate 57,Calle San Bartolo 215,Punto de Entrega,Centro de Distribución,-12.050187843444016,-77.11280523334246,-12.150851042998383,-77.02848017813487,105:09,60.42,115.15
Ruta San Isidro 394,Calle Colón 142,Punto de Entrega,Centro de Distribución,-11.989400854745679,-77.13497501878955,-11.825205192115797,-77.00010413892171,55:35,18.99,46.25
Ruta La Marina 166,Bulevar Sucre 75,Centro de Distribución,Punto de Entrega,-12.089119494853946,-76.99297482733202,-12.03328139853349,-77.05287716778167,35:07,18.84,43.05
Camino Cercado 469,Calle Aljovín,Centro de Distribución,Punto de Entrega,-11.877371145306999,-76.9773284411682,-11.956992882883394,-77.12334600186063,27:59,10.01,13.9
Diagonal San Borja 439,Calle Rímac 265,Punto de Entrega,Punto de Entrega,-11.883377623982364,-77.16825002057692,-12.03895315210766,-76.83258188984561,69:49,24.7,80.76
Calle Puente Piedra 155,Diagonal Jesús María 305,Punto de Entrega,Centro de Distribución,-11.897177868657025,-76.96501331932886,-11.886942455374504,-76.83373687067291,47:52,32.48,40.76
Bulevar Surco 321,Av. Malecón Checa,Punto de Entrega,Punto de Entrega,-11.927304123306833,-76.96222204146623,-12.137727805810032,-76.97059509309733,54:05,13.77,26.96
Ctra. Mendoza 262,Av. Universitaria 478,Centro de Distribución,Punto de Entrega,-12.183387753930564,-76.87949043889417,-12.057050289298337,-76.816750884304,60:08,43.38,90.84
Calle Las Flores 317,Av. San Borja 49,Centro de Distribución,Punto de Entrega,-11.846922895525713,-77.14455965593605,-11.907781216706573,-76.89007371820784,117:48,59.15,109.49
Camino Pueblo Libre 464,Diagonal Lurín 166,Centro de Distribución,Punto de Entrega,-11.899184240198894,-76.91882900527526,-11.953606834900075,-76.98114066763752,59:08,12.26,29.14
Calle Gerardo Unger,Paseo Santa Rosa 14,Centro de Distribución,Punto de Entrega,-12.088934972176462,-77.00047317588772,-12.162673255362668,-77.07234364031466,95:15,37.83,63.33
Pasaje San Juan de Miraflores 382,Jr. Lince 410,Centro de Distribución,Punto de Entrega,-11.814411861353088,-76.91559119094383,-12.176895183248947,-76.99289311388898,29:40,15.64,38.89
Ctra. Pueblo Libre 23,Av. San Juan de Miraflores 431,Punto de Entrega,Centro de Distribución,-11.911527381107469,-76.88338904305982,-12.097843292847898,-77.18619706443437,75:33,32.36,72.2
Ctra. Miraflores 311,Calle Belén,Centro de Distribución,Punto de Entrega,-12.040141849001682,-77.16930204512586,-11.896730519359803,-76.95670350973273,13:33,10.26,18.69
Paseo Santa Lucía 103,Calle San Bartolo 304,Centro de Distribución,Punto de Entrega,-11.803222445035667,-77.19086273237518,-12.05094732126379,-76.98118304638386,64:43,20.26,43.47
Pasaje Pucusana 411,Jr. José Pardo 233,Centro de Distribución,Punto de Entrega,-12.07541857732067,-77.1204448913816,-11.842669710306078,-77.14526733165786,110:03,60.88,92.39
Camino La Molina 233,Ctra. San Martín 6,Punto de Entrega,Centro de Distribución,-11.828936522419436,-77.13057614940351,-12.151515691535401,-76.91042270924935,103:15,47.48,72.83
Ctra. Colón 404,Pasaje Callao 162,Centro de Distribución,Punto de Entrega,-11.818469968375156,-76.8046173470565,-11.999970523596502,-76.93522232946734,98:00,43.84,47.93
Calle Cercado 200,Ctra. La Punta 242,Centro de Distribución,Punto de Entrega,-11.843685866277264,-76.87499763992672,-12.181469505562855,-77.07325267114115,92:25,25.56,74.52
Av. Defensores del Morro,Jr. Barranco 26,Centro de Distribución,Punto de Entrega,-11.991782767995964,-76.96669451526755,-12.003578674582432,-76.82972073623372,41:42,27.83,60.37
Bulevar Miraflores 156,Paseo La Marina 72,Centro de Distribución,Punto de Entrega,-11.862692076411415,-77.15438634880847,-12.132057995956547,-76.89264892144001,73:27,24.42,64.75
Diagonal Lince 215,Ruta San Isidro 1,Punto de Entrega,Centro de Distribución,-11.995263568654954,-76.91475480828252,-11.965843497722119,-77.00099360561546,18:52,6.55,23.54
Pasaje Pueblo Libre 21,Camino San Luis 450,Centro de Distribución,Punto de Entrega,-11.945944880184259,-76.89520682823621,-11.834464575263993,-76.82053081835846,37:35,11.52,30.13
Bulevar Santa Rosa 412,Jr. La Paz 110,Centro de Distribución,Punto de Entrega,-12.092351003705263,-76.90861155378624,-12.139484452927874,-76.88564368997743,77:53,20.45,28.02
Calle Francisco Lazo,Pasaje Pueblo Libre 132,Punto de Entrega,Centro de Distribución,-11.942110637873327,-77.13631126226613,-11.988986966759157,-76.93852455268092,53:58,13.23,37.07
Bulevar San Isidro 483,Camino Cercado 488,Punto de Entrega,Punto de Entrega,-12.113048921786207,-76.84965167011495,-12.064135875070933,-77.08017352465886,93:56,19.02,71.2
Calle Angamos 100,Calle Mariano Carranza,Punto de Entrega,Punto de Entrega,-11.957799992014467,-76.9001149049602,-11.882024631524343,-76.81040039223274,67:00,14.86,50.55
Av. Angamos 385,Ctra. La Molina 406,Punto de Entrega,Punto de Entrega,-11.95140546266573,-76.87672600245911,-11.870751334437722,-77.02062050166221,18:37,13.9,14.96
Calle San Bartolo 304,Pasaje San Borja 67,Punto de Entrega,Punto de Entrega,-11.828125680910315,-76.91579157246015,-11.931231158229041,-76.82067121194996,61:59,24.42,55.62
Diagonal Villa María del Triunfo 479,Paseo Brasil 292,Centro de Distribución,Punto de Entrega,-12.14361090000399,-76.80443278749134,-12.063234570503585,-77.08915993977449,27:03,15.9,44.79
Jr. Cercado 132,Bulevar Surco 184,Punto de Entrega,Punto de Entrega,-11.949757266900567,-76.96890617269047,-11.955557376671294,-77.04767093998407,81:09,60.66,128.92
Calle Ignacio Merino,Av. Villa María del Triunfo 308,Punto de Entrega,Centro de Distribución,-11.927072461284352,-76.98212923205233,-12.114759847908418,-76.89700449566116,116:18,26.93,44.37
Calle Villa María del Triunfo 430,Camino Ate 371,Punto de Entrega,Punto de Entrega,-11.921765684914469,-76.84730934226178,-12.137327468014895,-76.91961597178292,72:03,35.15,73.96
Diagonal Santa Anita 197,Av. San Juan 15,Centro de Distribución,Punto de Entrega,-12.071510701430086,-76.93799191620082,-12.00263469371493,-76.99201350948483,80:43,56.26,115.28
Camino San Isidro 230,Pasaje Jesús María 169,Centro de Distribución,Punto de Entrega,-12.028177606773111,-76.97405353197718,-12.154945903337293,-77.19250819931011,61:52,37.57,71.44
Av. San Juan de Lurigancho 9,Diagonal Santa Lucía 343,Punto de Entrega,Punto de Entrega,-11.81706818915065,-77.1857990174599,-12.065199657525758,-77.13030047955448,54:04,26.35,45.69
Jr. Vargas 412,Calle Angamos 362,Centro de Distribución,Punto de Entrega,-11.89134679607919,-76.88801679569495,-12.124182473409427,-76.82472607360738,66:24,49.45,113.61
Ruta Surco 48,Camino Villa María del Triunfo 69,Punto de Entrega,Punto de Entrega,-12.08903201741857,-76.96520063591744,-12.180735760832405,-77.01921549536122,89:00,24.41,40.96
Diagonal Ate 427,Ctra. Olaya 249,Centro de Distribución,Punto de Entrega,-11.852657249589106,-77.13466739688592,-12.08442891259668,-76.93276851607413,47:01,15.85,36.87
Calle Sucre,Bulevar La Victoria 289,Centro de Distribución,Punto de Entrega,-12.149344013356066,-76.81538515033036,-11.900098235643602,-76.92589810065216,97:44,67.15,84.84
Av. Huánuco,Calle San Bartolo 304,Centro de Distribución,Punto de Entrega,-11.898208778838567,-76.92796995940631,-11.940573775006763,-77.02885051014151,47:37,19.26,60.56
Calle Ate 357,Pasaje Comas 237,Centro de Distribución,Punto de Entrega,-12.124873077334282,-77.03736830047012,-11.839283542216258,-76.95586169838646,53:00,23.28,35.46
Pasaje San Juan 233,Paseo Santa Rosa 437,Punto de Entrega,Punto de Entrega,-12.021324576025307,-76.80631383844917,-12.030573332062616,-77.0590838400063,28:41,22.29,59.92
Calle Mendoza 270,Calle Lima,Punto de Entrega,Punto de Entrega,-11.981084276447422,-77.07368529596721,-12.198448367775521,-77.02602676297526,89:15,46.87,85.29
Av. San Bartolo 444,Paseo Vargas 85,Centro de Distribución,Punto de Entrega,-12.043118964495276,-77.12715991185107,-11.806891103688471,-77.12066328280514,75:15,21.08,66.85
Ruta Lince 29,Calle Fernando Faura,Centro de Distribución,Punto de Entrega,-11.894222888251436,-77.16314035345759,-11.829573850377239,-76.82587334350568,50:25,31.49,44.93
Diagonal Pachacamac 251,Jr. Callao 189,Punto de Entrega,Centro de Distribución,-12.018934925388168,-77.08286223609325,-11.974588389275397,-77.03236872819208,118:00,93.82,178.58
Ctra. Colón 404,Jr. de la Unión,Punto de Entrega,Punto de Entrega,-12.008991881792747,-77.13418502980419,-12.020209190059116,-76.986249048447,104:41,72.14,175.34
Av. Rímac 12,Paseo San Miguel 51,Punto de Entrega,Punto de Entrega,-12.123816953138693,-76.94227101569506,-12.030239377022092,-76.84026739380836,51:37,26.19,50.24
Diagonal San Juan de Miraflores 85,Calle Lince 13,Punto de Entrega,Centro de Distribución,-11.990198540485581,-77.02405247898595,-12.05007326745922,-76.9780561020524,37:52,13.83,22.89
Bulevar San Luis 347,Bulevar Benavides 26,Centro de Distribución,Punto de Entrega,-11.894845352687392,-77.12142183394535,-12.066816511045852,-77.12028002435407,44:50,8.84,39.11
Bulevar Cercado 5,Diagonal Benavides 258,Punto de Entrega,Punto de Entrega,-11.850227165682638,-76.88783624259688,-11.906350366965796,-77.1158514605848,118:56,29.42,82.4
Camino Callao 200,Jr. Jesús María 340,Punto de Entrega,Punto de Entrega,-12.005716361939577,-76.90255676238576,-12.089813792970107,-77.16276364280706,89:57,60.26,89.7
Ruta Pucusana 91,Ctra. Olaya 415,Centro de Distribución,Punto de Entrega,-12.080039621605321,-77.12497392443647,-11.920554510641438,-77.06183487830168,77:21,36.32,55.87
Ctra. Jesús María 326,Bulevar Lince 290,Centro de Distribución,Punto de Entrega,-12.000969043013166,-77.1809610219652,-12.132704302450117,-76.90587969821263,103:15,85.0,87.33
Paseo José Pardo 154,Av. Santa Anita 70,Centro de Distribución,Punto de Entrega,-11.843035391217459,-76.86036747729182,-12.113121005433683,-77.18210740703064,99:30,34.9,85.25
Diagonal Puente Piedra 249,Paseo Benavides 271,Centro de Distribución,Punto de Entrega,-11.976685204309257,-76.86150260936884,-12.068410459350934,-76.83718471927013,48:39,29.58,82.91
Av. Huánuco,Jr. Las Flores 296,Punto de Entrega,Centro de Distribución,-12.180141016049724,-76.80511342481869,-11.988653273500887,-76.91170226701107,100:00,74.51,164.15
Calle Granados 233,Camino Lince 493,Punto de Entrega,Punto de Entrega,-12.010698616054269,-77.05894949424246,-12.022864282372833,-77.19077790232798,31:11,22.94,51.46
Ruta La Molina 253,Paseo Angamos 247,Punto de Entrega,Centro de Distribución,-12.095533586001133,-76.92346026665263,-12.016495871305278,-77.13565473280596,32:10,26.8,38.18
Ctra. Colón 404,Pasaje San Borja 492,Punto de Entrega,Centro de Distribución,-12.078206295923433,-77.05958894860588,-12.054315661805315,-77.00076052762644,32:16,19.6,30.99
Av. La Molina 307,Av. Próceres de la Independencia,Centro de Distribución,Punto de Entrega,-11.93545141198795,-77.19151416709593,-11.926088653842337,-77.09866760509388,6:09,1.82,9.63
Pasaje San Bartolo 47,Ctra. Chaclacayo 181,Punto de Entrega,Centro de Distribución,-12.07772229163638,-76.82343008262603,-11.887443447330702,-77.11014403288786,28:49,5.35,16.67
Jr. Granados 102,Jr. Pucusana 171,Centro de Distribución,Punto de Entrega,-11.833903369350018,-76.96875651494929,-12.019089212956516,-76.89589123985273,33:51,18.15,31.35
Diagonal Santa Anita 425,Diagonal Benavides 258,Punto de Entrega,Centro de Distribución,-12.057047482533237,-77.14201527885729,-11.844635178218056,-77.11153987725291,70:55,51.98,106.93
Calle Brasil 271,Calle Los Ficus,Centro de Distribución,Punto de Entrega,-12.047783780599525,-76.83142264665598,-11.847022063415995,-76.81762255640041,113:18,89.44,122.25
Pasaje Mendoza 130,Camino Santa Lucía 322,Punto de Entrega,Centro de Distribución,-12.046661723323966,-77.18781071912905,-11.846541745730509,-76.97283442183418,96:21,48.51,63.92
Bulevar Surco 484,Bulevar La Molina 453,Centro de Distribución,Punto de Entrega,-11.969066833756871,-76.87456359650437,-12.177387175272589,-76.9411471270774,88:24,45.09,93.71
Calle Los Jazmines,Pasaje San Isidro 217,Centro de Distribución,Punto de Entrega,-11.918366096301641,-76.86102611148053,-12.115005689331811,-77.03463651047993,83:00,25.02,59.69
Calle San Juan 122,Av. Iquitos,Centro de Distribución,Punto de Entrega,-11.920548284143857,-77.13392953794121,-11.986566826121642,-76.9673027448413,17:15,12.12,18.72
Diagonal El Agustino 185,Camino La Marina 13,Punto de Entrega,Punto de Entrega,-12.002814192179645,-77.06062014766583,-11.978602624439946,-76.92803267653348,69:59,26.11,82.46
Calle Las Violetas,Paseo Brasil 309,Punto de Entrega,Centro de Distribución,-12.143892214337072,-76.9701096142565,-11.84955419866102,-77.02051351421514,45:47,20.45,30.77
Pasaje Benavides 184,Av. Carabayllo 162,Centro de Distribución,Punto de Entrega,-11.86114550184309,-76.85855446518842,-11.896842194614434,-76.93740928934064,91:17,39.43,110.46
Calle Lince 361,Camino La Paz 149,Centro de Distribución,Punto de Entrega,-12.106020262799742,-77.15022552182742,-12.061469665839505,-77.19812500629598,104:06,57.7,155.94
Calle Jesús María 264,Paseo Miraflores 304,Punto de Entrega,Punto de Entrega,-11.899913484143354,-77.00620072458172,-12.062012478878783,-77.10365193483763,10:00,5.05,14.39
Ruta Cercado 389,Paseo José Pardo 281,Punto de Entrega,Punto de Entrega,-11.915681594971957,-76.82302744848782,-12.085920895300477,-77.11039998743743,41:45,25.34,29.98
Diagonal San Luis 246,Ruta Olaya 55,Punto de Entrega,Centro de Distribución,-12.114503723913046,-76.85750248210253,-12.006471632405615,-76.88017392108604,52:52,10.68,29.08
Calle Callao 21,Ruta San Luis 123,Centro de Distribución,Punto de Entrega,-11.94300594961027,-77.10106976548336,-11.901423877212292,-76.86805027329892,60:32,40.07,54.24
Pasaje Benavides 184,Paseo Santa Lucía 63,Centro de Distribución,Punto de Entrega,-12.182570638625757,-77.1801395758946,-12.115444562584889,-77.17739280001075,14:07,4.02,13.56
Calle María Parado de Bellido,Av. Vargas 32,Punto de Entrega,Punto de Entrega,-12.02154757681235,-77.10560871865295,-12.152093866944044,-76.8935058902454,37:54,9.49,21.38
Pasaje San Juan de Lurigancho 335,Pasaje Lurín 164,Centro de Distribución,Punto de Entrega,-12.047333898934825,-76.80824928662884,-12.00483988439067,-77.06660570218929,73:00,36.69,67.05
Diagonal Villa El Salvador 479,Ruta La Molina 435,Punto de Entrega,Punto de Entrega,-11.810687392865038,-77.03452754909577,-11.951292597822203,-77.174575113132,69:20,27.25,46.55
Paseo La Paz 36,Ruta Angamos 288,Centro de Distribución,Punto de Entrega,-11.991135727287615,-77.10857285257352,-11.969681785355355,-77.05888616141843,105:19,82.79,127.05
Pasaje Villa María del Triunfo 193,Ctra. Carabayllo 53,Centro de Distribución,Punto de Entrega,-12.104996507230128,-77.19734044010764,-11.899338663567455,-76.92757709865475,103:53,44.57,66.46
Ctra. Carabayllo 53,Diagonal Colón 311,Centro de Distribución,Punto de Entrega,-12.004221108344915,-77.00845347737832,-11.861478334493798,-77.19896597126392,39:14,28.92,68.51
Ruta Angamos 361,Calle Angamos 90,Centro de Distribución,Punto de Entrega,-11.869438089365062,-76.95554144851118,-12.158643030983352,-77.14518490645736,41:21,12.06,34.74
Camino Pucusana 4,Pasaje La Paz 51,Centro de Distribución,Punto de Entrega,-12.150537473831719,-77.00976493747757,-11.916138017236841,-77.09167776812095,49:43,34.13,53.18
Ruta Miraflores 116,Calle San Juan 390,Punto de Entrega,Punto de Entrega,-11.918518377950708,-76.9011927845307,-12.190056070269659,-76.86564233995323,114:09,94.52,123.22
Av. Sáenz Peña,Ctra. Colón 404,Punto de Entrega,Punto de Entrega,-12.166695702526942,-77.12786974256433,-11.808038627581952,-77.15324538587652,24:34,15.11,28.9
Diagonal El Agustino 322,Bulevar Rímac 285,Punto de Entrega,Centro de Distribución,-11.855660654518948,-76.81039567630748,-12.096876421817225,-77.01398281209876,63:02,16.61,45.3
Ruta Arequipa 427,Av. San Bartolo 466,Centro de Distribución,Punto de Entrega,-11.92282504597276,-77.01353980476041,-12.102694176231225,-76.86913085308528,42:44,27.89,53.88
Jr. Magdalena del Mar 288,Jr. San Borja 226,Punto de Entrega,Punto de Entrega,-11.916796830351474,-76.97663637392645,-12.021739021986035,-77.19138745890558,33:15,9.11,32.66
Paseo Mendoza 197,Calle San Bartolo 215,Centro de Distribución,Punto de Entrega,-12.187296585968252,-76.85324034730277,-11.983196879617276,-76.88125636861942,41:08,26.88,42.86
Diagonal San Juan de Miraflores 87,Bulevar San Miguel 411,Centro de Distribución,Punto de Entrega,-11.824081426229455,-76.80100758974496,-11.877146739909488,-77.08009428946268,56:22,38.48,58.15
Bulevar Las Flores 30,Camino Pueblo Libre 231,Punto de Entrega,Centro de Distribución,-12.079266959086599,-76.89799641931415,-12.130119718319536,-77.15156683189315,58:45,10.56,38.5
Camino Santa María 220,Ruta La Paz 35,Centro de Distribución,Punto de Entrega,-12.070442905204255,-76.89639501083315,-11.849427200551302,-77.07549091918224,87:10,40.79,68.93
Calle Lince 361,Paseo Chaclacayo 219,Centro de Distribución,Punto de Entrega,-11.996813231770085,-76.91767293057883,-12.140566873925492,-77.02760550590685,30:38,20.14,26.48
Ctra. Santa Rosa 487,Av. Callao 65,Centro de Distribución,Punto de Entrega,-11.85094144079276,-77.03074244718516,-12.054589537592197,-76.80200012903916,97:53,52.21,102.46
Jr. Brasil 190,Bulevar La Victoria 122,Punto de Entrega,Centro de Distribución,-12.170531211248258,-76.92337119896264,-12.01061146947247,-77.13477914503927,86:35,61.25,76.18
Jr. Santa Lucía 362,Av. Chaclacayo 446,Centro de Distribución,Punto de Entrega,-12.100341172351078,-76.90654109478997,-11.877664827002787,-77.14961552225293,32:53,15.22,32.69
Diagonal Olaya 474,Ctra. El Sol 369,Centro de Distribución,Punto de Entrega,-11.862600409116677,-76.97751051092739,-11.884220776181731,-76.96478602064347,17:07,13.06,36.18
Ruta La Paz 499,Diagonal San Martín 302,Punto de Entrega,Punto de Entrega,-11.946815282811924,-76.86673690388292,-11.911383477901094,-77.01644184938951,19:56,15.44,37.97
Diagonal Villa El Salvador 479,Av. San Juan de Lurigancho 227,Punto de Entrega,Centro de Distribución,-12.05093978546494,-76.85113507220662,-11.92258201382779,-76.86560975245605,99:41,55.18,119.49
Paseo Jesús María 460,Jr. Granados 110,Punto de Entrega,Centro de Distribución,-12.126499716931988,-76.84102789971217,-12.050060774812232,-76.91379014710283,53:55,12.75,35.01
Ctra. San Juan de Miraflores 482,Calle Domingo Orué,Punto de Entrega,Punto de Entrega,-11.83125989554743,-76.8788506296345,-11.869740497142013,-76.84818821173977,40:07,17.89,33.52
Camino San Luis 450,Paseo Lince 311,Punto de Entrega,Centro de Distribución,-12.042228978488438,-76.9018486910199,-12.076980259749025,-77.13137155308912,114:29,88.62,186.78
Pasaje La Paz 51,Ruta Ate 366,Centro de Distribución,Punto de Entrega,-12.160122882307336,-76.84160444788614,-11.990272562200836,-76.85520130284797,91:15,56.48,85.67
Jr. Arequipa 202,Bulevar Villa María del Triunfo 46,Centro de Distribución,Punto de Entrega,-12.059157069146735,-76.86252273052675,-12.044117007421054,-77.14092909422223,39:57,17.43,34.38
Ctra. El Sol 402,Jr. Santa Lucía 351,Punto de Entrega,Punto de Entrega,-11.904962973063707,-76.86473914909499,-11.976325692115633,-77.15942747139637,61:30,13.86,53.72
Paseo Angamos 395,Diagonal San Martín 394,Punto de Entrega,Centro de Distribución,-11.858758745576546,-76.85836461377995,-11.838550360706847,-77.07381170844255,108:55,40.69,92.14
Jr. Lince 410,Ruta San Juan 244,Centro de Distribución,Punto de Entrega,-12.065148527838783,-77.19731415232721,-11.909264302782807,-77.03539251709701,69:17,38.34,100.42
